batter,total_runs,balls_played,innings,strike_rate,dismissals,average,boundary_runs,boundary_percent,dot_balls,dot_ball_percent,consistency_score,total_50s,total_100s,best_batting,total_wickets,best_bowling,best_batting_runs,best_batting_balls,best_bowling_wickets,best_bowling_runs
A Raghuvanshi,645,448,23,143.97321428571428,20.0,32.25,402.0,62.32558139534884,146.0,32.589285714285715,17.075975310544464,4.0,0.0,54,0.0,0.0,54,28,0.0,0.0
PP Chawla,624,580,86,107.58620689655172,57.0,10.947368421052632,344.0,55.12820512820513,263.0,45.3448275862069,6.599796871226422,0.0,0.0,24,201.0,4.0,24,11,4.0,21.0
CH Morris,618,413,49,149.636803874092,29.0,21.310344827586206,374.0,60.517799352750814,134.0,32.445520581113804,16.0595458717064,2.0,0.0,82,107.0,5.0,82,33,5.0,23.0
JJ Roy,614,460,21,133.47826086956522,19.0,32.31578947368421,426.0,69.38110749185668,197.0,42.82608695652174,24.070531281849103,4.0,0.0,91,0.0,0.0,91,54,0.0,0.0
PJ Cummins,612,417,48,146.76258992805757,33.0,18.545454545454547,402.0,65.68627450980392,169.0,40.52757793764988,15.281054881711285,3.0,0.0,66,82.0,4.0,66,37,4.0,26.0
Rashid Khan,609,407,68,149.63144963144964,44.0,13.840909090909092,422.0,69.29392446633827,173.0,42.50614250614251,13.208357625008937,1.0,0.0,79,171.0,5.0,79,35,5.0,24.0
Nithish Kumar Reddy,609,461,27,132.10412147505423,22.0,27.681818181818183,362.0,59.44170771756979,169.0,36.65943600867679,19.64557756719608,3.0,0.0,76,10.0,3.0,76,45,3.0,28.0
Washington Sundar,609,492,47,123.78048780487804,35.0,17.4,326.0,53.5303776683087,178.0,36.17886178861789,13.80131916632627,1.0,0.0,55,42.0,3.0,55,33,3.0,16.0
JD Ryder,604,466,29,129.6137339055794,29.0,20.82758620689655,390.0,64.56953642384106,200.0,42.91845493562232,22.28239049357978,4.0,0.0,86,11.0,3.0,86,58,3.0,14.0
HM Amla,577,418,16,138.03827751196172,13.0,44.38461538461539,366.0,63.43154246100519,150.0,35.88516746411483,37.48683102103991,3.0,2.0,104,0.0,0.0,104,63,0.0,0.0
Shahbaz Ahmed,560,491,39,114.0529531568228,30.0,18.666666666666668,270.0,48.21428571428572,188.0,38.289205702647656,13.69303929871551,1.0,0.0,59,22.0,3.0,59,29,3.0,7.0
CJ Anderson,538,436,29,123.39449541284404,22.0,24.454545454545453,346.0,64.31226765799256,200.0,45.87155963302752,21.695269739370364,3.0,0.0,95,14.0,3.0,95,46,3.0,47.0
RS Bopara,531,468,22,113.46153846153844,19.0,27.94736842105263,252.0,47.45762711864407,175.0,37.39316239316239,23.779333673522267,3.0,0.0,84,13.0,3.0,84,61,3.0,31.0
MK Lomror,527,389,35,135.47557840616966,30.0,17.566666666666666,312.0,59.20303605313093,136.0,34.96143958868895,15.250733554474676,1.0,0.0,54,2.0,1.0,54,32,1.0,4.0
JP Faulkner,527,406,45,129.80295566502463,28.0,18.821428571428573,282.0,53.510436432637576,145.0,35.714285714285715,11.618211062070973,0.0,0.0,46,76.0,5.0,46,37,5.0,18.0
RD Rickelton,523,347,18,150.72046109510086,17.0,30.764705882352946,398.0,76.09942638623328,151.0,43.51585014409222,23.135082151222,4.0,0.0,81,0.0,0.0,81,44,0.0,0.0
M Manhas,514,486,38,105.76131687242798,24.0,21.416666666666668,232.0,45.13618677042802,197.0,40.53497942386832,12.113733198551548,0.0,0.0,42,0.0,0.0,42,35,0.0,9.0
Gurkeerat Singh,511,436,32,117.20183486238533,27.0,18.925925925925927,286.0,55.96868884540117,170.0,38.99082568807339,14.909370024120037,2.0,0.0,65,5.0,2.0,65,50,2.0,15.0
OA Shah,506,405,22,124.93827160493828,13.0,38.92307692307692,274.0,54.1501976284585,149.0,36.79012345679013,21.58923894201085,4.0,0.0,76,0.0,0.0,76,43,0.0,0.0
PC Valthaty,505,432,23,116.89814814814814,22.0,22.954545454545453,364.0,72.07920792079207,230.0,53.24074074074075,28.985071801735785,2.0,1.0,120,7.0,4.0,120,64,4.0,29.0
SW Billings,503,399,27,126.06516290726816,26.0,19.346153846153847,280.0,55.666003976143145,152.0,38.095238095238095,16.909597065999915,3.0,0.0,56,0.0,0.0,56,23,0.0,0.0
SE Rutherford,498,363,23,137.19008264462812,20.0,24.9,338.0,67.8714859437751,153.0,42.14876033057851,17.429360536051004,1.0,0.0,71,1.0,1.0,71,36,1.0,6.0
D Brevis,496,338,17,146.74556213017752,17.0,29.176470588235293,346.0,69.75806451612904,135.0,39.94082840236686,19.39792287242905,2.0,0.0,57,1.0,1.0,57,23,1.0,8.0
RR Rossouw,473,321,22,147.35202492211835,21.0,22.52380952380953,330.0,69.76744186046511,129.0,40.18691588785047,22.2234325067248,2.0,0.0,82,0.0,0.0,82,40,0.0,0.0
WG Jacks,463,306,19,151.30718954248366,16.0,28.9375,326.0,70.41036717062636,113.0,36.9281045751634,24.45451679777921,2.0,1.0,100,8.0,2.0,100,42,2.0,14.0
DT Christian,460,408,41,112.74509803921568,28.0,16.428571428571427,206.0,44.78260869565218,145.0,35.53921568627451,10.505979714243578,0.0,0.0,39,40.0,2.0,39,38,2.0,10.0
V Suryavanshi,452,208,12,217.3076923076923,12.0,37.66666666666666,396.0,87.61061946902655,77.0,37.01923076923077,31.221593149419505,3.0,1.0,101,0.0,0.0,101,42,0.0,0.0
Naman Dhir,451,264,23,170.83333333333331,17.0,26.529411764705884,322.0,71.3968957871397,84.0,31.818181818181817,15.86803284604497,1.0,0.0,62,1.0,1.0,62,30,1.0,12.0
R Powell,435,311,25,139.87138263665594,21.0,20.714285714285715,300.0,68.96551724137932,134.0,43.08681672025724,17.554676489946115,1.0,0.0,67,1.0,1.0,67,36,1.0,18.0
NLTC Perera,424,326,30,130.06134969325154,24.0,17.666666666666668,248.0,58.490566037735846,129.0,39.57055214723926,11.607765929973668,0.0,0.0,40,37.0,3.0,40,27,3.0,20.0
SA Asnodkar,423,352,19,120.17045454545456,19.0,22.26315789473684,284.0,67.13947990543736,164.0,46.590909090909086,18.990764144894687,2.0,0.0,60,0.0,0.0,60,35,0.0,0.0
JR Hopes,417,314,19,132.80254777070064,17.0,24.529411764705884,262.0,62.829736211031175,120.0,38.21656050955414,20.595235922175263,4.0,0.0,71,14.0,2.0,71,34,2.0,3.0
R Ravindra,413,298,18,138.59060402684565,16.0,25.8125,256.0,61.98547215496368,107.0,35.90604026845637,21.55013913486468,2.0,0.0,65,0.0,0.0,65,47,0.0,3.0
Ashutosh Sharma,412,266,19,154.88721804511275,16.0,25.75,280.0,67.96116504854369,96.0,36.09022556390977,19.482335678988083,2.0,0.0,66,0.0,0.0,66,31,0.0,0.0
A Mhatre,411,234,12,175.64102564102564,11.0,37.36363636363637,316.0,76.88564476885644,81.0,34.61538461538461,30.139448628605727,3.0,0.0,94,0.0,0.0,94,48,0.0,0.0
J Botha,409,364,28,112.36263736263736,22.0,18.59090909090909,186.0,45.47677261613692,138.0,37.91208791208791,15.32207143358472,1.0,0.0,67,27.0,3.0,67,47,3.0,6.0
LR Shukla,405,358,33,113.12849162011172,29.0,13.96551724137931,228.0,56.2962962962963,152.0,42.45810055865922,12.163656746823523,0.0,0.0,48,17.0,3.0,48,47,3.0,6.0
AL Menaria,401,367,23,109.26430517711172,22.0,18.227272727272727,204.0,50.87281795511222,152.0,41.41689373297003,13.231594719240354,0.0,0.0,40,3.0,2.0,40,31,2.0,20.0
MV Boucher,394,318,23,123.89937106918238,15.0,26.266666666666666,206.0,52.28426395939086,116.0,36.477987421383645,15.722896875767134,1.0,0.0,50,0.0,0.0,50,40,0.0,0.0
CA Pujara,390,403,22,96.7741935483871,18.0,21.666666666666668,224.0,57.43589743589743,200.0,49.62779156327544,14.230021310367263,1.0,0.0,51,0.0,0.0,51,48,0.0,0.0
Azhar Mahmood,388,311,21,124.7588424437299,19.0,20.42105263157895,234.0,60.30927835051546,124.0,39.87138263665595,20.58061963989192,2.0,0.0,80,31.0,3.0,80,46,3.0,20.0
J Fraser-McGurk,385,203,15,189.6551724137931,14.0,27.5,336.0,87.27272727272727,93.0,45.8128078817734,26.74393567218735,4.0,0.0,84,0.0,0.0,84,28,0.0,0.0
A Mishra,381,440,55,86.5909090909091,31.0,12.290322580645162,154.0,40.41994750656168,199.0,45.22727272727273,7.564181053943316,0.0,0.0,31,183.0,5.0,31,32,5.0,17.0
KR Mayers,379,276,13,137.31884057971016,13.0,29.15384615384616,284.0,74.93403693931398,141.0,51.08695652173913,24.18624317611892,4.0,0.0,73,0.0,0.0,73,38,0.0,4.0
DB Ravi Teja,375,325,25,115.38461538461536,20.0,18.75,194.0,51.73333333333333,124.0,38.15384615384615,14.902460646931209,1.0,0.0,60,1.0,1.0,60,42,1.0,19.0
S Sohal,368,311,20,118.32797427652731,18.0,20.444444444444443,244.0,66.30434782608695,158.0,50.80385852090033,19.80536875644953,2.0,0.0,62,0.0,0.0,62,41,0.0,0.0
P Negi,365,301,35,121.2624584717608,26.0,14.038461538461538,204.0,55.89041095890411,124.0,41.19601328903654,9.656712734690627,0.0,0.0,36,38.0,4.0,36,18,4.0,18.0
Rahmanullah Gurbaz,363,283,18,128.26855123674912,17.0,21.352941176470587,268.0,73.82920110192838,146.0,51.590106007067135,21.67473454617285,2.0,0.0,81,0.0,0.0,81,40,0.0,0.0
KV Sharma,352,307,40,114.65798045602608,25.0,14.08,182.0,51.70454545454546,125.0,40.71661237785016,9.235383462115024,0.0,0.0,39,89.0,5.0,39,34,5.0,39.0
DJ Mitchell,351,274,15,128.1021897810219,13.0,27.0,172.0,49.00284900284901,82.0,29.92700729927008,16.530491307191777,2.0,0.0,63,1.0,1.0,63,34,1.0,18.0
R Bhatia,342,290,47,117.9310344827586,29.0,11.79310344827586,174.0,50.877192982456144,110.0,37.93103448275862,6.955454936702792,0.0,0.0,26,82.0,4.0,26,26,4.0,15.0
P Kumar,340,323,57,105.26315789473684,34.0,10.0,190.0,55.88235294117647,158.0,48.91640866873065,6.899702147506861,0.0,0.0,34,102.0,3.0,34,30,3.0,16.0
AP Tare,339,285,27,118.94736842105264,24.0,14.125,226.0,66.66666666666666,142.0,49.82456140350877,13.080617879235067,1.0,0.0,59,0.0,0.0,59,37,0.0,0.0
Sameer Rizvi,338,241,13,140.24896265560164,10.0,33.8,232.0,68.63905325443787,101.0,41.90871369294606,29.4561821468205,3.0,0.0,90,0.0,0.0,90,54,0.0,0.0
SN Thakur,333,252,41,132.14285714285714,27.0,12.333333333333334,202.0,60.66066066066066,97.0,38.49206349206349,11.998323053558815,1.0,0.0,68,120.0,4.0,68,30,4.0,34.0
B Kumar,329,372,72,88.44086021505376,37.0,8.891891891891891,146.0,44.37689969604863,179.0,48.11827956989247,5.404292474672303,0.0,0.0,27,217.0,6.0,27,28,6.0,31.0
JEC Franklin,327,309,16,105.8252427184466,11.0,29.727272727272727,154.0,47.09480122324159,124.0,40.1294498381877,19.97988571872555,1.0,0.0,79,9.0,2.0,79,51,2.0,18.0
RN ten Doeschate,326,238,21,136.9747899159664,17.0,19.176470588235293,194.0,59.50920245398773,80.0,33.61344537815126,17.574467410476615,1.0,0.0,70,3.0,1.0,70,51,1.0,4.0
Anuj Rawat,318,276,21,115.21739130434784,14.0,22.714285714285715,188.0,59.11949685534591,123.0,44.56521739130434,16.992014931389726,1.0,0.0,66,0.0,0.0,66,49,0.0,0.0
R Vinay Kumar,310,289,42,107.26643598615917,26.0,11.923076923076923,138.0,44.516129032258064,118.0,40.830449826989614,7.291667081466722,0.0,0.0,26,127.0,5.0,26,20,5.0,40.0
Aniket Verma,306,191,17,160.20942408376965,13.0,23.53846153846154,218.0,71.24183006535948,73.0,38.21989528795812,18.658108157045287,1.0,0.0,74,0.0,0.0,74,42,0.0,0.0
Lalit Yadav,305,301,21,101.32890365448506,15.0,20.33333333333333,150.0,49.18032786885246,129.0,42.85714285714285,13.930610351377457,0.0,0.0,48,11.0,2.0,48,42,2.0,11.0
DB Das,304,267,22,113.85767790262172,12.0,25.33333333333333,188.0,61.8421052631579,124.0,46.441947565543074,10.45004608618848,0.0,0.0,35,0.0,0.0,35,23,0.0,0.0
C de Grandhomme,303,229,21,132.31441048034935,15.0,20.2,180.0,59.4059405940594,86.0,37.55458515283843,14.33028760552777,0.0,0.0,40,7.0,3.0,40,17,3.0,4.0
LA Pomersbach,302,251,16,120.3187250996016,11.0,27.454545454545453,178.0,58.94039735099338,109.0,43.42629482071713,19.754746265138408,1.0,0.0,79,0.0,0.0,79,52,0.0,0.0
UBT Chand,300,314,20,95.54140127388536,20.0,15.0,182.0,60.66666666666667,170.0,54.14012738853503,15.417010427651524,1.0,0.0,58,0.0,0.0,58,40,0.0,0.0
DJG Sammy,295,251,20,117.52988047808766,15.0,19.666666666666668,168.0,56.949152542372886,108.0,43.02788844621514,13.901438774457842,1.0,0.0,60,14.0,6.0,60,44,6.0,23.0
SP Goswami,293,307,21,95.43973941368078,20.0,14.65,146.0,49.829351535836174,144.0,46.90553745928339,14.97156034111405,1.0,0.0,52,0.0,0.0,52,43,0.0,0.0
A Manohar,292,243,20,120.16460905349795,19.0,15.36842105263158,176.0,60.273972602739725,99.0,40.74074074074074,15.628583799530505,0.0,0.0,43,0.0,0.0,43,29,0.0,0.0
Y Nagar,285,271,20,105.1660516605166,15.0,19.0,134.0,47.01754385964912,113.0,41.69741697416974,11.506862940734198,0.0,0.0,44,4.0,2.0,44,47,2.0,20.0
GH Vihari,284,331,23,85.80060422960725,20.0,14.2,98.0,34.50704225352113,146.0,44.10876132930513,13.975981655723034,0.0,0.0,46,1.0,1.0,46,39,1.0,5.0
VVS Laxman,282,271,20,104.0590405904059,16.0,17.625,162.0,57.44680851063831,123.0,45.38745387453875,16.289809536542844,1.0,0.0,52,0.0,0.0,52,44,0.0,0.0
A Ashish Reddy,280,196,23,142.85714285714286,15.0,18.666666666666668,154.0,55.00000000000001,61.0,31.12244897959184,8.876179429508067,0.0,0.0,36,19.0,3.0,36,16,3.0,25.0
B Chipli,280,256,21,109.375,16.0,17.5,154.0,55.00000000000001,110.0,42.96875,15.222789932641565,1.0,0.0,61,0.0,0.0,61,35,0.0,20.0
JP Inglis,278,177,11,157.06214689265536,10.0,27.8,200.0,71.94244604316546,69.0,38.983050847457626,20.99090712232756,1.0,0.0,73,0.0,0.0,73,46,0.0,0.0
MJ Lumb,278,198,12,140.4040404040404,10.0,27.8,216.0,77.6978417266187,96.0,48.48484848484848,25.033916387512555,1.0,0.0,83,0.0,0.0,83,45,0.0,0.0
PBB Rajapaksa,277,201,13,137.81094527363186,12.0,23.08333333333333,178.0,64.25992779783394,80.0,39.800995024875625,18.44082705748586,1.0,0.0,50,0.0,0.0,50,32,0.0,0.0
HV Patel,274,245,43,111.83673469387756,29.0,9.448275862068966,158.0,57.66423357664233,110.0,44.89795918367347,7.9941146679587956,0.0,0.0,36,168.0,6.0,36,16,6.0,27.0
PK Garg,273,247,19,110.5263157894737,19.0,14.36842105263158,118.0,43.223443223443226,94.0,38.05668016194332,13.561426204561023,1.0,0.0,51,0.0,0.0,51,27,0.0,0.0
MJ Guptill,271,197,13,137.56345177664974,12.0,22.58333333333333,186.0,68.63468634686348,88.0,44.67005076142132,17.591883326533264,1.0,0.0,50,0.0,0.0,50,27,0.0,0.0
R Sathish,270,236,24,114.40677966101696,16.0,16.875,124.0,45.92592592592592,92.0,38.983050847457626,8.424859694354868,0.0,0.0,27,6.0,2.0,27,20,2.0,20.0
Ramandeep Singh,266,180,23,147.77777777777777,13.0,20.46153846153846,164.0,61.65413533834586,61.0,33.88888888888889,10.54352919591625,0.0,0.0,35,6.0,3.0,35,17,3.0,20.0
JC Archer,265,191,32,138.7434554973822,19.0,13.947368421052632,164.0,61.886792452830186,73.0,38.21989528795812,9.477424364279845,0.0,0.0,30,69.0,3.0,30,27,3.0,21.0
Atharva Taide,260,188,10,138.29787234042556,9.0,28.88888888888889,168.0,64.61538461538461,74.0,39.361702127659576,22.405356502408075,2.0,0.0,66,0.0,0.0,66,40,0.0,4.0
M Kaif,259,258,22,100.3875968992248,16.0,16.1875,124.0,47.87644787644788,120.0,46.51162790697674,8.943908904584532,0.0,0.0,34,0.0,0.0,34,16,0.0,0.0
JO Holder,259,217,27,119.35483870967742,21.0,12.333333333333334,160.0,61.77606177606177,98.0,45.16129032258064,10.36361705219555,0.0,0.0,47,59.0,4.0,47,30,4.0,31.0
K Gowtham,247,159,27,155.34591194968556,18.0,13.72222222222222,162.0,65.58704453441295,62.0,38.9937106918239,8.551669669196427,0.0,0.0,33,22.0,2.0,33,11,2.0,16.0
Harpreet Brar,244,214,26,114.01869158878505,13.0,18.76923076923077,136.0,55.73770491803278,93.0,43.45794392523364,8.409884294456962,0.0,0.0,29,35.0,4.0,29,13,4.0,30.0
SM Katich,241,191,11,126.1780104712042,10.0,24.1,152.0,63.07053941908713,85.0,44.50261780104712,22.840554045182643,2.0,0.0,75,0.0,0.0,75,55,0.0,0.0
BCJ Cutting,238,146,17,163.013698630137,11.0,21.63636363636364,174.0,73.10924369747899,58.0,39.72602739726028,11.15235401159773,0.0,0.0,39,12.0,2.0,39,18,2.0,20.0
K Rabada,238,233,31,102.14592274678112,18.0,13.22222222222222,134.0,56.30252100840336,113.0,48.497854077253216,9.47061102137975,0.0,0.0,44,132.0,4.0,44,42,4.0,21.0
MD Mishra,237,213,17,111.26760563380284,15.0,15.8,144.0,60.75949367088608,102.0,47.88732394366197,12.813423567860848,0.0,0.0,41,0.0,0.0,41,31,0.0,0.0
Mohammad Nabi,221,157,19,140.76433121019107,17.0,13.0,144.0,65.15837104072398,60.0,38.21656050955414,9.411638931048143,0.0,0.0,37,15.0,4.0,37,22,4.0,15.0
K Goel,218,239,16,91.21338912133892,14.0,15.571428571428571,122.0,55.96330275229357,130.0,54.39330543933054,11.194492693582264,0.0,0.0,38,0.0,0.0,38,22,0.0,7.0
AA Jhunjhunwala,217,218,15,99.54128440366972,14.0,15.5,106.0,48.8479262672811,98.0,44.95412844036697,15.449764985113466,1.0,0.0,53,1.0,1.0,53,48,1.0,14.0
R Dhawan,210,188,22,111.70212765957446,10.0,21.0,114.0,54.285714285714285,85.0,45.21276595744681,7.805536940301219,0.0,0.0,25,27.0,2.0,25,20,2.0,18.0
R Shepherd,209,106,14,197.16981132075472,9.0,23.22222222222222,164.0,78.4688995215311,36.0,33.9622641509434,16.48059131554114,1.0,0.0,53,15.0,3.0,53,15,3.0,42.0
UT Yadav,208,211,48,98.5781990521327,21.0,9.904761904761903,118.0,56.730769230769226,106.0,50.23696682464455,5.743945316715545,0.0,0.0,24,163.0,4.0,24,13,4.0,21.0
Kuldeep Yadav,206,248,39,83.06451612903226,14.0,14.714285714285714,90.0,43.68932038834952,125.0,50.403225806451616,6.680485004252145,0.0,0.0,35,109.0,4.0,35,28,4.0,15.0
CA Ingram,205,183,15,112.02185792349728,12.0,17.083333333333332,118.0,57.56097560975609,78.0,42.62295081967213,13.403979508588732,0.0,0.0,47,0.0,0.0,47,32,0.0,0.0
PD Collingwood,203,159,7,127.67295597484276,4.0,50.75,114.0,56.15763546798029,60.0,37.735849056603776,30.077677215281547,3.0,0.0,75,5.0,2.0,75,47,2.0,19.0
JD Unadkat,201,173,28,116.18497109826588,14.0,14.357142857142858,106.0,52.736318407960205,71.0,41.04046242774567,7.34873922887241,0.0,0.0,26,125.0,5.0,26,18,5.0,25.0
KS Bharat,199,168,8,118.45238095238096,7.0,28.428571428571427,96.0,48.24120603015075,62.0,36.90476190476191,25.742890835557464,1.0,0.0,78,0.0,0.0,78,56,0.0,0.0
SK Warne,198,219,27,90.41095890410958,19.0,10.421052631578949,92.0,46.464646464646464,105.0,47.94520547945205,8.801223691143091,0.0,0.0,34,60.0,4.0,34,35,4.0,22.0
SP Fleming,196,171,10,114.61988304093566,9.0,21.77777777777778,126.0,64.28571428571429,86.0,50.29239766081871,16.433029070881744,0.0,0.0,45,0.0,0.0,45,40,0.0,0.0
AS Raut,194,172,16,112.7906976744186,11.0,17.636363636363637,94.0,48.45360824742268,67.0,38.95348837209303,11.89327541092024,0.0,0.0,36,0.0,0.0,36,23,0.0,6.0
Salman Butt,193,172,7,112.2093023255814,7.0,27.571428571428573,132.0,68.39378238341969,86.0,50.0,24.825102503025327,1.0,0.0,73,0.0,0.0,73,56,0.0,0.0
BJ Rohrer,193,146,8,132.1917808219178,7.0,27.571428571428573,114.0,59.067357512953365,57.0,39.04109589041096,22.02231011626943,1.0,0.0,64,0.0,0.0,64,41,0.0,12.0
YV Takawale,192,183,10,104.91803278688523,8.0,24.0,122.0,63.54166666666666,100.0,54.644808743169406,15.454592988637534,0.0,0.0,45,0.0,0.0,45,36,0.0,0.0
HC Brook,190,159,11,119.49685534591194,9.0,21.11111111111111,116.0,61.05263157894737,70.0,44.0251572327044,28.719648009998,0.0,1.0,100,0.0,0.0,100,58,0.0,0.0
Bipul Sharma,187,124,17,150.80645161290323,6.0,31.166666666666668,98.0,52.406417112299465,34.0,27.41935483870968,9.772410142846033,0.0,0.0,35,22.0,2.0,35,18,2.0,13.0
MS Wade,183,185,14,98.91891891891892,13.0,14.076923076923077,104.0,56.830601092896174,93.0,50.27027027027027,10.018938111352965,0.0,0.0,35,0.0,0.0,35,32,0.0,0.0
SD Hope,183,125,9,146.4,8.0,22.875,120.0,65.57377049180327,48.0,38.4,15.321553446044565,0.0,0.0,41,0.0,0.0,41,17,0.0,0.0
FY Fazal,183,179,11,102.23463687150836,9.0,20.33333333333333,94.0,51.36612021857923,74.0,41.34078212290503,14.630603044801177,0.0,0.0,45,1.0,1.0,45,40,1.0,6.0
Sikandar Raza,182,143,9,127.27272727272728,7.0,26.0,96.0,52.74725274725275,59.0,41.25874125874126,17.484119778943533,1.0,0.0,57,3.0,1.0,57,44,1.0,23.0
AC Voges,181,143,7,126.5734265734266,6.0,30.166666666666668,78.0,43.0939226519337,44.0,30.76923076923077,12.720437249148468,0.0,0.0,45,1.0,1.0,45,24,1.0,9.0
CR Brathwaite,181,120,14,150.83333333333334,14.0,12.928571428571429,136.0,75.13812154696133,53.0,44.16666666666666,12.535882563599248,0.0,0.0,43,16.0,3.0,43,33,3.0,27.0
S Gopal,180,173,22,104.04624277456648,13.0,13.846153846153848,88.0,48.888888888888886,71.0,41.04046242774567,7.991878994962941,0.0,0.0,24,53.0,4.0,24,16,4.0,16.0
AB Agarkar,179,160,18,111.875,8.0,22.375,82.0,45.81005586592179,60.0,37.5,9.012881123358438,0.0,0.0,39,33.0,3.0,39,29,3.0,16.0
MF Maharoof,177,124,14,142.74193548387098,10.0,17.7,102.0,57.6271186440678,44.0,35.483870967741936,11.751315100592214,0.0,0.0,39,33.0,4.0,39,16,4.0,13.0
C Munro,177,144,11,122.91666666666669,9.0,19.666666666666668,124.0,70.05649717514125,68.0,47.22222222222222,13.56063822579561,0.0,0.0,40,0.0,0.0,40,25,0.0,7.0
DH Yagnik,170,142,17,119.71830985915491,9.0,18.88888888888889,104.0,61.1764705882353,62.0,43.66197183098591,9.48024261292927,0.0,0.0,34,0.0,0.0,34,26,0.0,0.0
CM Gautam,169,158,13,106.9620253164557,9.0,18.77777777777778,104.0,61.53846153846154,84.0,53.16455696202531,11.547005383792516,0.0,0.0,33,0.0,0.0,33,30,0.0,0.0
DW Steyn,167,163,33,102.45398773006136,22.0,7.590909090909091,74.0,44.31137724550898,72.0,44.171779141104295,5.379006611002827,0.0,0.0,19,105.0,3.0,19,11,3.0,8.0
MN van Wyk,167,135,5,123.7037037037037,3.0,55.66666666666666,82.0,49.10179640718562,44.0,32.592592592592595,27.81726082848561,1.0,0.0,74,0.0,0.0,74,48,0.0,0.0
MG Johnson,167,168,28,99.40476190476193,14.0,11.928571428571429,82.0,49.10179640718562,80.0,47.61904761904761,5.066097503537009,0.0,0.0,16,66.0,4.0,16,12,4.0,31.0
PA Reddy,164,167,10,98.20359281437123,10.0,16.4,72.0,43.90243902439025,72.0,43.11377245508982,12.980326994682718,0.0,0.0,42,0.0,0.0,42,37,0.0,0.0
N Jagadeesan,162,155,10,104.51612903225806,9.0,18.0,96.0,59.25925925925925,73.0,47.096774193548384,16.362558887085275,0.0,0.0,39,0.0,0.0,39,36,0.0,0.0
MN Samuels,161,174,14,92.52873563218392,12.0,13.416666666666666,78.0,48.4472049689441,86.0,49.42528735632184,15.078002316160912,0.0,0.0,46,10.0,3.0,46,39,3.0,39.0
RE van der Merwe,159,144,15,110.41666666666669,12.0,13.25,92.0,57.86163522012578,66.0,45.83333333333333,11.204590895827351,0.0,0.0,35,25.0,3.0,35,19,3.0,20.0
R McLaren,159,178,13,89.32584269662921,8.0,19.875,62.0,38.9937106918239,76.0,42.69662921348314,16.887637717937572,1.0,0.0,51,14.0,3.0,51,46,3.0,61.0
V Nigam,154,89,9,173.03370786516854,6.0,25.666666666666668,120.0,77.92207792207793,32.0,35.95505617977528,13.869430814244366,0.0,0.0,39,13.0,2.0,39,16,2.0,18.0
M Jansen,150,148,21,101.35135135135135,13.0,11.538461538461538,74.0,49.333333333333336,65.0,43.91891891891892,9.18305893635511,0.0,0.0,34,40.0,3.0,34,19,3.0,17.0
AD Hales,148,119,6,124.36974789915966,6.0,24.666666666666668,88.0,59.45945945945946,48.0,40.33613445378151,19.966638842495914,0.0,0.0,45,0.0,0.0,45,39,0.0,0.0
D Wiese,148,105,11,140.95238095238096,6.0,24.666666666666668,90.0,60.810810810810814,34.0,32.38095238095238,12.596536320462356,0.0,0.0,47,17.0,4.0,47,25,4.0,36.0
SM Pollock,147,116,8,126.72413793103448,8.0,18.375,96.0,65.3061224489796,47.0,40.51724137931034,12.883405716546491,0.0,0.0,33,13.0,4.0,33,17,4.0,12.0
S Vidyut,145,115,8,126.08695652173914,8.0,18.125,102.0,70.34482758620689,55.0,47.82608695652174,18.99200959802381,1.0,0.0,54,1.0,1.0,54,38,1.0,22.0
Sachin Baby,144,123,11,117.07317073170732,10.0,14.4,74.0,51.388888888888886,50.0,40.65040650406504,11.597021561198767,0.0,0.0,33,3.0,2.0,33,31,2.0,4.0
N Saini,140,143,10,97.9020979020979,11.0,12.727272727272728,64.0,45.71428571428572,68.0,47.55244755244755,15.648926125740669,1.0,0.0,50,0.0,0.0,50,36,0.0,0.0
SB Dubey,139,87,11,159.77011494252872,7.0,19.857142857142858,96.0,69.06474820143885,29.0,33.33333333333333,11.05687774439717,0.0,0.0,34,0.0,0.0,34,11,0.0,0.0
Anmolpreet Singh,139,117,9,118.8034188034188,9.0,15.444444444444445,94.0,67.62589928057554,55.0,47.008547008547005,14.116578118573132,0.0,0.0,36,0.0,0.0,36,27,0.0,0.0
MJ Santner,136,132,21,103.03030303030305,8.0,17.0,72.0,52.94117647058824,59.0,44.696969696969695,6.860167983504834,0.0,0.0,22,28.0,3.0,22,21,3.0,11.0
S Anirudha,136,121,12,112.39669421487604,8.0,17.0,78.0,57.35294117647059,54.0,44.62809917355372,18.19257257700782,1.0,0.0,64,0.0,0.0,64,56,0.0,0.0
SB Styris,131,134,10,97.76119402985076,7.0,18.714285714285715,58.0,44.27480916030535,53.0,39.55223880597015,11.911245853300896,0.0,0.0,36,9.0,3.0,36,42,3.0,32.0
W Jaffer,130,129,8,100.7751937984496,7.0,18.571428571428573,74.0,56.92307692307692,64.0,49.6124031007752,19.26321438834725,1.0,0.0,50,0.0,0.0,50,36,0.0,0.0
RD Chahar,129,127,22,101.5748031496063,16.0,8.0625,82.0,63.565891472868216,70.0,55.11811023622048,7.42130430421483,0.0,0.0,25,76.0,4.0,25,25,4.0,31.0
Kamran Akmal,128,78,6,164.1025641025641,4.0,32.0,100.0,78.125,33.0,42.30769230769231,16.633299933166196,1.0,0.0,53,0.0,0.0,53,28,0.0,0.0
