batter,total_runs,balls_played,innings,strike_rate,dismissals,average,boundary_runs,boundary_percent,dot_balls,dot_ball_percent,consistency_score,total_50s,total_100s,best_batting,total_wickets,best_bowling,best_batting_runs,best_batting_balls,best_bowling_wickets,best_bowling_runs
B Sumanth,35,38,4,92.10526315789474,1.0,35.0,12.0,34.285714285714285,15.0,39.47368421052632,4.856267428111155,0.0,0.0,16,0.0,0.0,16,19,0.0,0.0
M Ashwin,35,50,12,70.0,8.0,4.375,14.0,40.0,27.0,54.0,3.117642854737689,0.0,0.0,9,35.0,3.0,9,10,3.0,22.0
A Mithun,34,26,6,130.76923076923077,5.0,6.8,22.0,64.70588235294117,11.0,42.30769230769231,4.320493798938574,0.0,0.0,11,8.0,2.0,11,8,2.0,21.0
S Sreesanth,34,57,12,59.64912280701754,3.0,11.333333333333334,24.0,70.58823529411765,43.0,75.43859649122807,5.149286505444373,0.0,0.0,15,43.0,3.0,15,15,3.0,22.0
L Ronchi,34,37,5,91.8918918918919,3.0,11.333333333333334,30.0,88.23529411764706,26.0,70.27027027027027,5.630275304103699,0.0,0.0,13,0.0,0.0,13,11,0.0,0.0
AP Dole,34,23,2,147.82608695652172,2.0,17.0,18.0,52.94117647058824,7.0,30.434782608695656,18.384776310850235,0.0,0.0,30,5.0,2.0,30,19,2.0,36.0
D Salunkhe,33,24,3,137.5,1.0,33.0,20.0,60.60606060606061,8.0,33.33333333333333,13.228756555322953,0.0,0.0,26,1.0,1.0,26,20,1.0,22.0
Navdeep Saini,33,38,7,86.8421052631579,4.0,8.25,12.0,36.36363636363637,17.0,44.73684210526316,4.423960733486292,0.0,0.0,12,26.0,3.0,12,12,3.0,40.0
Imran Tahir,33,37,8,89.1891891891892,4.0,8.25,20.0,60.60606060606061,21.0,56.75675675675676,3.9074105418879577,0.0,0.0,13,86.0,4.0,13,10,4.0,12.0
RJ Peterson,32,32,5,100.0,3.0,10.666666666666666,18.0,56.25,15.0,46.875,7.503332592921628,0.0,0.0,16,3.0,3.0,16,7,3.0,37.0
Basil Thampi,32,37,7,86.48648648648648,2.0,16.0,10.0,31.25,16.0,43.24324324324324,5.19156825558337,0.0,0.0,13,26.0,4.0,13,8,4.0,29.0
AT Carey,32,29,3,110.34482758620688,2.0,16.0,6.0,18.75,8.0,27.58620689655172,5.773502691896258,0.0,0.0,14,0.0,0.0,14,9,0.0,0.0
NS Naik,31,53,4,58.490566037735846,4.0,7.75,8.0,25.806451612903224,31.0,58.490566037735846,9.912113800799505,0.0,0.0,22,0.0,0.0,22,30,0.0,0.0
Arshdeep Singh,31,48,13,64.58333333333334,6.0,5.166666666666667,16.0,51.61290322580645,33.0,68.75,3.355057414771058,0.0,0.0,10,108.0,5.0,10,5,5.0,33.0
S Sriram,31,38,2,81.57894736842105,2.0,15.5,12.0,38.70967741935484,18.0,47.368421052631575,16.263455967290593,0.0,0.0,27,0.0,0.0,27,31,0.0,24.0
G Coetzee,31,33,7,93.93939393939394,6.0,5.166666666666667,20.0,64.51612903225806,18.0,54.54545454545454,4.353433237386437,0.0,0.0,12,15.0,4.0,12,6,4.0,35.0
T Taibu,31,26,3,119.23076923076924,3.0,10.333333333333334,12.0,38.70967741935484,9.0,34.61538461538461,4.163331998932266,0.0,0.0,15,0.0,0.0,15,12,0.0,0.0
VH Zol,29,26,2,111.53846153846156,2.0,14.5,18.0,62.06896551724138,13.0,50.0,2.1213203435596424,0.0,0.0,16,0.0,0.0,16,14,0.0,0.0
J Syed Mohammad,29,27,5,107.40740740740742,2.0,14.5,16.0,55.172413793103445,11.0,40.74074074074074,5.06951674225463,0.0,0.0,13,10.0,2.0,13,10,2.0,16.0
Noor Ahmad,29,53,13,54.71698113207547,10.0,2.9,14.0,48.27586206896552,37.0,69.81132075471697,2.586949495507729,0.0,0.0,8,53.0,4.0,8,9,4.0,22.0
SB Jakati,28,30,5,93.33333333333331,2.0,14.0,12.0,42.85714285714285,12.0,40.0,4.979959839195493,0.0,0.0,13,50.0,4.0,13,9,4.0,23.0
AS Roy,27,28,9,96.42857142857144,5.0,5.4,12.0,44.44444444444444,13.0,46.42857142857143,4.330127018922194,0.0,0.0,13,12.0,2.0,13,7,2.0,19.0
AS Joseph,27,32,5,84.375,1.0,27.0,12.0,44.44444444444444,16.0,50.0,6.024948132556828,0.0,0.0,15,22.0,6.0,15,13,6.0,14.0
DJ Malan,26,26,1,100.0,1.0,26.0,10.0,38.46153846153847,10.0,38.46153846153847,0.0,0.0,0.0,26,0.0,0.0,26,26,0.0,0.0
AS Rajpoot,26,41,7,63.41463414634146,4.0,6.5,14.0,53.84615384615385,27.0,65.85365853658537,2.751622897751175,0.0,0.0,8,24.0,5.0,8,9,5.0,15.0
NL McCullum,26,23,2,113.04347826086956,3.0,8.666666666666666,6.0,23.07692307692308,8.0,34.78260869565217,2.8284271247461903,0.0,0.0,15,0.0,0.0,15,16,0.0,12.0
CV Varun,26,51,12,50.98039215686274,3.0,8.666666666666666,8.0,30.76923076923077,32.0,62.74509803921568,3.0993645487519865,0.0,0.0,10,102.0,5.0,10,16,5.0,20.0
MD Shanaka,26,26,3,100.0,2.0,13.0,14.0,53.84615384615385,12.0,46.15384615384615,8.504900548115382,0.0,0.0,17,0.0,0.0,17,16,0.0,0.0
AB Dinda,26,50,16,52.0,9.0,2.888888888888889,8.0,30.76923076923077,31.0,62.0,2.093641166325628,0.0,0.0,7,82.0,4.0,7,8,4.0,18.0
JM Kemp,26,25,2,104.0,2.0,13.0,10.0,38.46153846153847,11.0,44.0,12.727922061357855,0.0,0.0,22,3.0,3.0,22,16,3.0,15.0
PJ Sangwan,26,47,14,55.319148936170215,8.0,3.25,4.0,15.384615384615383,27.0,57.44680851063831,2.070196678027062,0.0,0.0,6,44.0,3.0,6,5,3.0,19.0
TL Seifert,26,26,3,100.0,3.0,8.666666666666666,16.0,61.53846153846154,15.0,57.692307692307686,10.692676621563626,0.0,0.0,21,0.0,0.0,21,16,0.0,0.0
Akash Deep,25,14,5,178.57142857142858,3.0,8.333333333333334,20.0,80.0,5.0,35.714285714285715,7.14142842854285,0.0,0.0,17,11.0,3.0,17,8,3.0,45.0
A Choudhary,25,20,3,125.0,2.0,12.5,10.0,40.0,4.0,20.0,5.859465277082316,0.0,0.0,15,5.0,2.0,15,12,2.0,17.0
Kartik Sharma,25,22,3,113.63636363636364,3.0,8.333333333333334,12.0,48.0,10.0,45.45454545454545,8.736894948054104,0.0,0.0,18,0.0,0.0,18,16,0.0,0.0
S Chanderpaul,25,33,3,75.75757575757575,3.0,8.333333333333334,16.0,64.0,20.0,60.60606060606061,7.094598884597588,0.0,0.0,16,0.0,0.0,16,12,0.0,0.0
Sanvir Singh,25,22,5,113.63636363636364,2.0,12.5,14.0,56.00000000000001,9.0,40.909090909090914,3.1622776601683795,0.0,0.0,8,0.0,0.0,8,8,0.0,0.0
Mohsin Khan,25,28,6,89.28571428571429,3.0,8.333333333333334,14.0,56.00000000000001,16.0,57.14285714285714,5.49241901776136,0.0,0.0,13,28.0,4.0,13,6,4.0,16.0
MA Khote,24,22,3,109.09090909090908,2.0,12.0,14.0,58.333333333333336,10.0,45.45454545454545,1.0,0.0,0.0,9,2.0,2.0,9,5,2.0,30.0
Tanush Kotian,24,32,1,75.0,1.0,24.0,12.0,50.0,18.0,56.25,0.0,0.0,0.0,24,0.0,0.0,24,32,0.0,0.0
ER Dwivedi,24,15,2,160.0,2.0,12.0,20.0,83.33333333333334,7.0,46.66666666666666,9.899494936611664,0.0,0.0,19,0.0,0.0,19,9,0.0,0.0
KC Cariappa,24,21,5,114.28571428571428,3.0,8.0,12.0,50.0,8.0,38.095238095238095,5.310367218940701,0.0,0.0,12,8.0,2.0,12,8,2.0,16.0
AJ Turner,24,31,6,77.41935483870968,5.0,4.8,12.0,50.0,17.0,54.83870967741935,6.228964600958975,0.0,0.0,16,0.0,0.0,16,11,0.0,0.0
AF Milne,23,31,6,74.19354838709677,5.0,4.6,6.0,26.08695652173913,15.0,48.38709677419355,5.776388721914988,0.0,0.0,15,9.0,3.0,15,17,3.0,22.0
SW Tait,23,26,5,88.46153846153845,3.0,7.666666666666667,10.0,43.47826086956522,11.0,42.30769230769231,5.412947441089743,0.0,0.0,11,26.0,4.0,11,12,4.0,25.0
Umran Malik,23,16,5,143.75,1.0,23.0,16.0,69.56521739130434,8.0,50.0,8.142481194328912,0.0,0.0,19,31.0,5.0,19,8,5.0,26.0
J Arunkumar,23,24,3,95.83333333333334,3.0,7.666666666666667,20.0,86.95652173913044,16.0,66.66666666666666,12.423096769056148,0.0,0.0,22,0.0,0.0,22,18,0.0,0.0
P Dubey,23,33,2,69.6969696969697,1.0,23.0,8.0,34.78260869565217,17.0,51.51515151515152,6.363961030678928,0.0,0.0,16,2.0,1.0,16,20,1.0,19.0
BMAJ Mendis,23,27,3,85.18518518518519,3.0,7.666666666666667,0.0,0.0,8.0,29.629629629629623,6.6583281184793925,0.0,0.0,12,1.0,1.0,12,17,1.0,16.0
SA Abbott,22,18,3,122.22222222222224,2.0,11.0,16.0,72.72727272727273,10.0,55.55555555555556,6.506407098647712,0.0,0.0,14,1.0,1.0,14,9,1.0,47.0
Sediqullah Atal,22,16,1,137.5,1.0,22.0,12.0,54.54545454545454,6.0,37.5,0.0,0.0,0.0,22,0.0,0.0,22,16,0.0,0.0
GB Hogg,22,22,4,100.0,2.0,11.0,4.0,18.181818181818183,5.0,22.727272727272727,5.196152422706632,0.0,0.0,13,25.0,4.0,13,11,4.0,30.0
HE van der Dussen,22,25,3,88.0,2.0,11.0,8.0,36.36363636363637,12.0,48.0,4.163331998932265,0.0,0.0,12,0.0,0.0,12,10,0.0,0.0
KL Nagarkoti,22,34,7,64.70588235294117,4.0,5.5,4.0,18.181818181818183,17.0,50.0,3.0783421635988546,0.0,0.0,8,5.0,2.0,8,5,2.0,13.0
AU Rashid,22,17,2,129.41176470588235,2.0,11.0,14.0,63.63636363636363,8.0,47.05882352941176,9.899494936611664,0.0,0.0,18,2.0,2.0,18,14,2.0,23.0
XC Bartlett,22,20,2,110.0,1.0,22.0,10.0,45.45454545454545,7.0,35.0,0.0,0.0,0.0,11,6.0,2.0,11,15,2.0,9.0
Yudhvir Singh,22,16,4,137.5,4.0,5.5,16.0,72.72727272727273,8.0,50.0,6.454972243679029,0.0,0.0,14,8.0,3.0,14,7,3.0,48.0
B Indrajith,21,31,3,67.74193548387096,3.0,7.0,8.0,38.095238095238095,18.0,58.06451612903226,7.54983443527075,0.0,0.0,15,0.0,0.0,15,17,0.0,0.0
Kumar Kushagra,21,21,4,100.0,4.0,5.25,12.0,57.14285714285714,11.0,52.38095238095239,8.539125638299666,0.0,0.0,18,0.0,0.0,18,14,0.0,0.0
DE Bollinger,21,23,4,91.30434782608695,1.0,21.0,10.0,47.61904761904761,11.0,47.82608695652174,7.274384280931732,0.0,0.0,16,43.0,4.0,16,14,4.0,14.0
AC Thomas,20,19,4,105.26315789473684,2.0,10.0,10.0,50.0,8.0,42.10526315789473,5.597618541248888,0.0,0.0,12,16.0,3.0,12,9,3.0,22.0
C Sakariya,20,31,7,64.51612903225806,5.0,4.0,12.0,60.0,21.0,67.74193548387096,2.853569193634025,0.0,0.0,7,20.0,3.0,7,6,3.0,31.0
S Kaul,20,36,9,55.55555555555556,3.0,6.666666666666667,4.0,20.0,23.0,63.888888888888886,2.8185890875479607,0.0,0.0,7,63.0,4.0,7,9,4.0,30.0
NJ Maddinson,20,21,3,95.23809523809524,3.0,6.666666666666667,16.0,80.0,15.0,71.42857142857143,4.618802153517007,0.0,0.0,12,0.0,0.0,12,8,0.0,0.0
RR Raje,20,18,5,111.11111111111111,1.0,20.0,10.0,50.0,6.0,33.33333333333333,4.47213595499958,0.0,0.0,11,7.0,2.0,11,7,2.0,16.0
M Muralitharan,20,30,9,66.66666666666666,6.0,3.333333333333333,4.0,20.0,17.0,56.66666666666666,2.333333333333333,0.0,0.0,6,67.0,4.0,6,8,4.0,11.0
BKG Mendis,20,11,1,181.8181818181818,1.0,20.0,16.0,80.0,5.0,45.45454545454545,0.0,0.0,0.0,20,0.0,0.0,20,11,0.0,0.0
P Sahu,19,13,2,146.15384615384613,0.0,inf,10.0,52.63157894736842,4.0,30.76923076923077,12.020815280171307,0.0,0.0,18,3.0,2.0,18,12,2.0,18.0
NT Ellis,19,26,5,73.07692307692307,4.0,4.75,6.0,31.57894736842105,14.0,53.84615384615385,5.215361924162119,0.0,0.0,12,20.0,4.0,12,13,4.0,30.0
P Ray Barman,19,25,1,76.0,1.0,19.0,8.0,42.10526315789473,12.0,48.0,0.0,0.0,0.0,19,0.0,0.0,19,25,0.0,56.0
R Bishnoi,19,17,3,111.76470588235294,3.0,6.333333333333333,16.0,84.21052631578947,11.0,64.70588235294117,10.11599393699568,0.0,0.0,18,0.0,0.0,18,14,0.0,0.0
Gulbadin Naib,19,15,1,126.66666666666666,1.0,19.0,10.0,52.63157894736842,4.0,26.666666666666668,0.0,0.0,0.0,19,0.0,0.0,19,15,0.0,12.0
Y Gnaneswara Rao,19,18,1,105.55555555555556,1.0,19.0,12.0,63.1578947368421,9.0,50.0,0.0,0.0,0.0,19,0.0,0.0,19,18,0.0,7.0
JR Hazlewood,19,30,7,63.33333333333333,0.0,inf,4.0,21.052631578947366,15.0,50.0,3.093772546815388,0.0,0.0,7,60.0,4.0,7,8,4.0,25.0
DR Martyn,19,26,1,73.07692307692307,2.0,9.5,4.0,21.052631578947366,10.0,38.46153846153847,0.0,0.0,0.0,19,0.0,0.0,19,26,0.0,0.0
A Mukund,19,23,2,82.6086956521739,2.0,9.5,4.0,21.052631578947366,9.0,39.130434782608695,13.435028842544405,0.0,0.0,19,0.0,0.0,19,22,0.0,0.0
RA Bawa,19,18,3,105.55555555555556,2.0,9.5,4.0,21.052631578947366,7.0,38.88888888888889,5.686240703077327,0.0,0.0,11,0.0,0.0,11,13,0.0,0.0
R Shukla,19,23,4,82.6086956521739,2.0,9.5,8.0,42.10526315789473,10.0,43.47826086956522,6.184658438426491,0.0,0.0,14,7.0,2.0,14,12,2.0,27.0
Naveen-ul-Haq,18,26,4,69.23076923076923,2.0,9.0,8.0,44.44444444444444,16.0,61.53846153846154,5.686240703077327,0.0,0.0,13,26.0,4.0,13,14,4.0,39.0
PV Tambe,18,39,6,46.15384615384615,1.0,18.0,4.0,22.22222222222222,24.0,61.53846153846154,2.097617696340304,0.0,0.0,7,28.0,4.0,7,19,4.0,20.0
Kartik Tyagi,18,21,7,85.71428571428571,5.0,3.6,8.0,44.44444444444444,10.0,47.61904761904761,2.5071326821120348,0.0,0.0,7,21.0,2.0,7,5,2.0,29.0
R Sai Kishore,18,16,4,112.5,3.0,6.0,12.0,66.66666666666666,8.0,50.0,5.744562646538029,0.0,0.0,13,32.0,4.0,13,6,4.0,33.0
JJ van der Wath,18,17,3,105.88235294117648,2.0,9.0,10.0,55.55555555555556,8.0,47.05882352941176,7.211102550927978,0.0,0.0,14,3.0,2.0,14,11,2.0,49.0
Sumit Kumar,18,26,3,69.23076923076923,2.0,9.0,14.0,77.77777777777779,19.0,73.07692307692307,3.605551275463989,0.0,0.0,9,0.0,0.0,9,9,0.0,19.0
DS Lehmann,18,19,2,94.73684210526316,2.0,9.0,12.0,66.66666666666666,10.0,52.63157894736842,11.31370849898476,0.0,0.0,17,0.0,0.0,17,17,0.0,0.0
T Banton,18,22,2,81.81818181818183,2.0,9.0,10.0,55.55555555555556,13.0,59.09090909090909,1.4142135623730951,0.0,0.0,10,0.0,0.0,10,8,0.0,0.0
Harmeet Singh,18,12,4,150.0,2.0,9.0,12.0,66.66666666666666,5.0,41.66666666666667,6.454972243679028,0.0,0.0,14,31.0,3.0,14,6,3.0,25.0
KMA Paul,18,26,5,69.23076923076923,4.0,4.5,10.0,55.55555555555556,17.0,65.38461538461539,2.6076809620810595,0.0,0.0,7,10.0,4.0,7,4,4.0,33.0
Saurav Chauhan,18,16,3,112.5,3.0,6.0,10.0,55.55555555555556,7.0,43.75,5.196152422706632,0.0,0.0,9,0.0,0.0,9,6,0.0,0.0
BJ Haddin,18,11,1,163.63636363636363,1.0,18.0,14.0,77.77777777777779,5.0,45.45454545454545,0.0,0.0,0.0,18,0.0,0.0,18,11,0.0,0.0
M Theekshana,17,34,6,50.0,3.0,5.666666666666667,6.0,35.294117647058826,22.0,64.70588235294117,2.6394443859772205,0.0,0.0,7,36.0,4.0,7,4,4.0,33.0
JA Richardson,17,27,3,62.96296296296296,3.0,5.666666666666667,8.0,47.05882352941176,17.0,62.96296296296296,8.144527815247077,0.0,0.0,15,3.0,2.0,15,23,2.0,41.0
Parvez Rasool,17,20,4,85.0,2.0,8.5,4.0,23.52941176470588,7.0,35.0,4.031128874149275,0.0,0.0,10,4.0,1.0,10,9,1.0,20.0
GF Linde,16,10,1,160.0,1.0,16.0,12.0,75.0,4.0,40.0,0.0,0.0,0.0,16,0.0,0.0,16,10,0.0,28.0
KS Sharma,16,25,3,64.0,3.0,5.333333333333333,4.0,25.0,12.0,48.0,3.214550253664318,0.0,0.0,9,0.0,0.0,9,16,0.0,0.0
YV Dhull,16,23,3,69.56521739130434,3.0,5.333333333333333,4.0,25.0,10.0,43.47826086956522,6.6583281184793925,0.0,0.0,13,0.0,0.0,13,15,0.0,0.0
AJ Hosein,16,11,1,145.45454545454547,0.0,inf,10.0,62.5,4.0,36.36363636363637,0.0,0.0,0.0,16,2.0,1.0,16,11,1.0,26.0
PP Ojha,16,45,19,35.55555555555556,10.0,1.6,0.0,0.0,30.0,66.66666666666666,0.8342100651206134,0.0,0.0,3,99.0,4.0,3,12,4.0,30.0
CK Kapugedera,16,24,3,66.66666666666666,3.0,5.333333333333333,0.0,0.0,10.0,41.66666666666667,4.618802153517007,0.0,0.0,8,0.0,0.0,8,9,0.0,8.0
JL Pattinson,15,13,2,115.38461538461536,1.0,15.0,8.0,53.333333333333336,4.0,30.76923076923077,4.949747468305833,0.0,0.0,11,11.0,2.0,11,8,2.0,20.0
Virat Singh,15,26,2,57.692307692307686,3.0,5.0,4.0,26.666666666666668,14.0,53.84615384615385,4.949747468305833,0.0,0.0,11,0.0,0.0,11,12,0.0,0.0
C Madan,15,21,1,71.42857142857143,1.0,15.0,12.0,80.0,15.0,71.42857142857143,0.0,0.0,0.0,15,0.0,0.0,15,21,0.0,0.0
VY Mahesh,15,28,5,53.57142857142857,2.0,7.5,0.0,0.0,15.0,53.57142857142857,2.1213203435596424,0.0,0.0,6,22.0,5.0,6,5,5.0,36.0
A Zampa,15,25,5,60.0,5.0,3.0,4.0,26.666666666666668,13.0,52.0,2.9154759474226504,0.0,0.0,7,32.0,6.0,7,10,6.0,19.0
GR Napier,15,16,1,93.75,1.0,15.0,4.0,26.666666666666668,7.0,43.75,0.0,0.0,0.0,15,1.0,1.0,15,16,1.0,28.0
SD Lad,15,13,1,115.38461538461536,1.0,15.0,10.0,66.66666666666666,8.0,61.53846153846154,0.0,0.0,0.0,15,0.0,0.0,15,13,0.0,0.0
I Udana,15,11,4,136.36363636363637,3.0,5.0,10.0,66.66666666666666,4.0,36.36363636363637,4.5,0.0,0.0,10,8.0,2.0,10,5,2.0,41.0
MP Breetzke,14,12,1,116.66666666666669,1.0,14.0,10.0,71.42857142857143,7.0,58.333333333333336,0.0,0.0,0.0,14,0.0,0.0,14,12,0.0,0.0
MDKJ Perera,14,13,2,107.6923076923077,2.0,7.0,12.0,85.71428571428571,8.0,61.53846153846154,9.899494936611664,0.0,0.0,14,0.0,0.0,14,12,0.0,0.0
FA Allen,14,19,3,73.68421052631578,2.0,7.0,4.0,28.57142857142857,9.0,47.368421052631575,4.163331998932265,0.0,0.0,8,2.0,1.0,8,7,1.0,22.0
F Behardien,14,13,3,107.6923076923077,2.0,7.0,8.0,57.14285714285714,5.0,38.46153846153847,4.509249752822894,0.0,0.0,9,0.0,0.0,9,7,0.0,0.0
Vijaykumar Vyshak,14,13,4,107.6923076923077,2.0,7.0,6.0,42.85714285714285,5.0,38.46153846153847,6.350852961085884,0.0,0.0,13,26.0,4.0,13,9,4.0,24.0
Arjun Tendulkar,13,9,1,144.44444444444443,1.0,13.0,6.0,46.15384615384615,2.0,22.22222222222222,0.0,0.0,0.0,13,4.0,2.0,13,9,2.0,20.0
Mustafizur Rahman,13,24,7,54.16666666666666,2.0,6.5,6.0,46.15384615384615,16.0,66.66666666666666,2.9113897843110044,0.0,0.0,8,74.0,4.0,8,7,4.0,30.0
Harsh Dubey,13,11,4,118.1818181818182,2.0,6.5,8.0,61.53846153846154,5.0,45.45454545454545,4.031128874149275,0.0,0.0,9,10.0,3.0,9,4,3.0,34.0
DR Shorey,13,20,2,65.0,2.0,6.5,6.0,46.15384615384615,12.0,60.0,2.1213203435596424,0.0,0.0,8,0.0,0.0,8,9,0.0,0.0
KJ Abbott,13,8,3,162.5,1.0,13.0,6.0,46.15384615384615,3.0,37.5,6.6583281184793925,0.0,0.0,12,2.0,1.0,12,6,1.0,42.0
DT Patil,13,13,2,100.0,1.0,13.0,4.0,30.76923076923077,5.0,38.46153846153847,3.5355339059327378,0.0,0.0,9,0.0,0.0,9,12,0.0,0.0
S Badree,13,25,5,52.0,5.0,2.6,0.0,0.0,14.0,56.00000000000001,3.286335345030997,0.0,0.0,8,11.0,4.0,8,10,4.0,10.0
K Upadhyay,12,9,2,133.33333333333331,0.0,inf,6.0,50.0,3.0,33.33333333333333,7.071067811865476,0.0,0.0,11,0.0,0.0,11,8,0.0,19.0
AA Chavan,12,11,3,109.09090909090908,1.0,12.0,8.0,66.66666666666666,5.0,45.45454545454545,3.0,0.0,0.0,7,8.0,2.0,7,6,2.0,24.0
K Kartikeya,12,18,4,66.66666666666666,3.0,4.0,4.0,33.33333333333333,10.0,55.55555555555556,2.160246899469287,0.0,0.0,6,12.0,2.0,6,7,2.0,23.0
DG Nalkande,12,12,2,100.0,2.0,6.0,6.0,50.0,5.0,41.66666666666667,8.48528137423857,0.0,0.0,12,6.0,2.0,12,11,2.0,21.0
T Thushara,12,19,4,63.1578947368421,2.0,6.0,0.0,0.0,10.0,52.63157894736842,3.366501646120693,0.0,0.0,8,10.0,4.0,8,8,4.0,29.0
AR Bawne,12,12,1,100.0,0.0,inf,4.0,33.33333333333333,4.0,33.33333333333333,0.0,0.0,0.0,12,0.0,0.0,12,12,0.0,0.0
MA Wood,12,10,3,120.0,2.0,6.0,10.0,83.33333333333334,6.0,60.0,5.196152422706632,0.0,0.0,10,11.0,5.0,10,3,5.0,14.0
Karanveer Singh,12,17,4,70.58823529411765,1.0,12.0,4.0,33.33333333333333,9.0,52.94117647058824,1.8257418583505536,0.0,0.0,5,14.0,4.0,5,4,4.0,54.0
Mujeeb Ur Rahman,12,15,6,80.0,3.0,4.0,8.0,66.66666666666666,9.0,60.0,3.9496835316263,0.0,0.0,10,21.0,3.0,10,5,3.0,28.0
DAJ Bracewell,12,9,1,133.33333333333331,0.0,inf,4.0,33.33333333333333,1.0,11.11111111111111,0.0,0.0,0.0,12,3.0,3.0,12,9,3.0,32.0
DNT Zoysa,11,9,2,122.22222222222224,1.0,11.0,4.0,36.36363636363637,3.0,33.33333333333333,6.363961030678928,0.0,0.0,10,2.0,1.0,10,7,1.0,30.0
M Ntini,11,19,2,57.89473684210527,1.0,11.0,8.0,72.72727272727273,15.0,78.94736842105263,7.7781745930520225,0.0,0.0,11,8.0,4.0,11,13,4.0,24.0
T Kohli,11,20,3,55.00000000000001,3.0,3.6666666666666665,6.0,54.54545454545454,14.0,70.0,3.055050463303893,0.0,0.0,7,0.0,0.0,7,13,0.0,0.0
T Henderson,11,16,2,68.75,1.0,11.0,6.0,54.54545454545454,11.0,68.75,7.7781745930520225,0.0,0.0,11,1.0,1.0,11,15,1.0,30.0
SMSM Senanayake,10,17,4,58.82352941176471,1.0,10.0,0.0,0.0,8.0,47.05882352941176,3.1091263510296048,0.0,0.0,7,9.0,2.0,7,13,2.0,26.0
VG Arora,10,27,10,37.03703703703704,4.0,2.5,0.0,0.0,18.0,66.66666666666666,0.816496580927726,0.0,0.0,2,45.0,3.0,2,7,3.0,27.0
Simarjeet Singh,10,15,6,66.66666666666666,3.0,3.333333333333333,0.0,0.0,7.0,46.66666666666666,1.3662601021279464,0.0,0.0,3,12.0,3.0,3,3,3.0,26.0
TD Paine,10,29,2,34.48275862068966,2.0,5.0,0.0,0.0,19.0,65.51724137931035,4.242640687119285,0.0,0.0,8,0.0,0.0,8,20,0.0,0.0
AG Murtaza,10,14,3,71.42857142857143,1.0,10.0,4.0,40.0,7.0,50.0,1.5275252316519463,0.0,0.0,5,12.0,3.0,5,4,3.0,16.0
KAJ Roach,10,9,1,111.11111111111111,1.0,10.0,4.0,40.0,3.0,33.33333333333333,0.0,0.0,0.0,10,0.0,0.0,10,9,0.0,32.0
Mukesh Kumar,10,20,5,50.0,1.0,10.0,0.0,0.0,10.0,50.0,2.549509756796392,0.0,0.0,6,50.0,4.0,6,8,4.0,33.0
RK Bhui,10,27,4,37.03703703703704,4.0,2.5,0.0,0.0,19.0,70.37037037037037,3.3166247903554,0.0,0.0,7,0.0,0.0,7,13,0.0,0.0
BB Sran,10,14,7,71.42857142857143,1.0,10.0,0.0,0.0,5.0,35.714285714285715,0.9759000729485332,0.0,0.0,3,20.0,3.0,3,3,3.0,29.0
J Theron,10,13,4,76.92307692307693,2.0,5.0,4.0,40.0,6.0,46.15384615384615,3.1091263510296048,0.0,0.0,7,13.0,5.0,7,6,5.0,28.0
JE Root,10,15,1,66.66666666666666,1.0,10.0,4.0,40.0,8.0,53.333333333333336,0.0,0.0,0.0,10,0.0,0.0,10,15,0.0,15.0
D du Preez,10,13,1,76.92307692307693,1.0,10.0,0.0,0.0,5.0,38.46153846153847,0.0,0.0,0.0,10,4.0,3.0,10,13,3.0,32.0
X Thalaivan Sargunam,10,17,1,58.82352941176471,1.0,10.0,0.0,0.0,9.0,52.94117647058824,0.0,0.0,0.0,10,0.0,0.0,10,17,0.0,0.0
Shivang Kumar,9,6,2,150.0,2.0,4.5,8.0,88.88888888888889,3.0,50.0,0.7071067811865476,0.0,0.0,5,6.0,3.0,5,4,3.0,33.0
SM Harwood,9,14,2,64.28571428571429,0.0,inf,0.0,0.0,7.0,50.0,2.1213203435596424,0.0,0.0,6,3.0,2.0,6,7,2.0,26.0
AA Noffke,9,12,1,75.0,1.0,9.0,4.0,44.44444444444444,6.0,50.0,0.0,0.0,0.0,9,1.0,1.0,9,12,1.0,41.0
L Wood,9,3,1,300.0,0.0,inf,6.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,9,1.0,1.0,9,3,1.0,68.0
PWA Mulder,9,12,1,75.0,1.0,9.0,4.0,44.44444444444444,6.0,50.0,0.0,0.0,0.0,9,0.0,0.0,9,12,0.0,16.0
M Prasidh Krishna,9,24,7,37.5,2.0,4.5,0.0,0.0,15.0,62.5,1.4960264830861911,0.0,0.0,4,91.0,5.0,4,7,5.0,30.0
AA Kulkarni,9,8,2,112.5,2.0,4.5,8.0,88.88888888888889,5.0,62.5,6.363961030678928,0.0,0.0,9,0.0,0.0,9,7,0.0,0.0
CJ McKay,8,15,1,53.333333333333336,1.0,8.0,0.0,0.0,8.0,53.333333333333336,0.0,0.0,0.0,8,1.0,1.0,8,15,1.0,36.0
OC McCoy,8,5,1,160.0,0.0,inf,6.0,75.0,2.0,40.0,0.0,0.0,0.0,8,11.0,3.0,8,5,3.0,23.0
P Chopra,8,6,1,133.33333333333331,1.0,8.0,8.0,100.0,4.0,66.66666666666666,0.0,0.0,0.0,8,0.0,0.0,8,6,0.0,0.0
TS Mills,8,14,5,57.14285714285714,4.0,2.0,6.0,75.0,11.0,78.57142857142857,2.6076809620810595,0.0,0.0,6,11.0,3.0,6,3,3.0,35.0
